raw_comp_writers_text,CLEAN_TEXT
Balck & Linden,Balck/Linden
Aaron Baker/Sonny Lemaire/Not Documented,Aaron Baker/Sonny Lemaire
"<Unknown>/Silverman, Robert John",Silverman/Robert/John
Kai Franz,Kai Franz
K-NERO/NORIKIYO,K-NERO/NORIKIYO
Gregorio Paniagua,Gregorio Paniagua
Jo West,Jo West
Steve Marion,Steve Marion
Miki Hankomäki/Janne Pajunen/Axel Turunen/Veikko Heikkilä/Oula Maaranen/Johannes Naukkarinen,Miki Hankomäki/Janne Pajunen/Axel Turunen/Veikko Heikkilä/Oula Maaranen/Johannes Naukkarinen
Nicolas Besse,Nicolas Besse
Buddy Kaye/Sidney Lippman/Fred Wise,Buddy Kaye/Sidney Lippman/Fred Wise
Trayquan parker,
G.I.,G.I.
Igor Fejzula/Fatima Cardelus,Igor Fejzula/Fatima Cardelus
Kurt Ralske,Kurt Ralske
Rex Vijay/R Venugopal,Rex Vijay/R Venugopal
Brennan Savage,Brennan Savage
Mighty Real/Innate Joy,Mighty Real/Innate Joy
Maria Luisa Anido,Maria Luisa Anido
Rupert Vyvyan Kenrick Pope,Rupert Vyvyan Kenrick Pope
Sugu Arulpragasam/Justine Frischmann/M.I.A.,
侗族民歌/吳定邦/吳虹飛,
Fred McFarlane/Allen George,Fred McFarlane/Allen George
Trịnh Công Sơn,
Daniel Graham Popplewell,Daniel Graham Popplewell
Ivan Ujevic & The Monk By The Sea,Ivan Ujevic/The Monk By The Sea
GlockBoy BoBo,GlockBoy BoBo
Sabrina Teitelbaum,Sabrina Teitelbaum
"Gia Barnes, Kaylyn hunt & Antranique Mccollough",Gia Barnes/Kaylyn hunt/Antranique Mccollough
Алла Пугачёва/Илья Резник,
Copyright Control/Pierre Akendengue,Pierre Akendengue
"<Unknown>/Sanders, Jered",Sanders/Jered
Quay Tatum,
Jack Lancaster,Jack Lancaster
HRISTODOULOS NIKOLOPOULOS & SIA E E/NIKOLOPOULOS HRISTOS,
Mario Melfi/Mario Battistella,
Joaquin Javier Murillo & Joshua Trent Williams,Joaquin Javier Murillo/Joshua Trent Williams
Jacob bush,
Yuno Miles,Yuno Miles
RARE/CHADE/Gray Dot,
Magaly Cutia Lema,Magaly Cutia Lema
Rene Gonzales,Rene Gonzales
Dane DeViller/Sean Syed Hosein/Steve Kipner,
Frank E Wright III/Billie Joe Armstrong/Michael Ryan Pritchard,Frank E Wright III/Billie Joe Armstrong/Michael Ryan Pritchard
CA BAKKER DIEDERIK A/CA DAAS DEN STEFAN A/PA D-BLOCK & S-TE-FAN,BAKKER/DIEDERIK/A/DAAS/DEN/STEFAN/A/PA/D-BLOCK/&/S-TE-FAN
Jon Fishman/Mike Gordon/Trey Anastasio/Page McConnell,Jon Fishman/Mike Gordon/Trey Anastasio/Page McConnell
LouisAura/Downtown Music Publishing,LouisAura
WB Music Corp.,
8corpses and Baker,8corpses/Baker
Naja Rosa Koppel,Naja Rosa Koppel
Marco Haas,Marco Haas
ATEEZ/Ollounder/BUDDY/EDEN/LEEZ/김홍중/Maddox/송민기,
Mark Howard James,Mark Howard James
Hiroo Ariga/Takahiro Kaneko,Hiroo Ariga/Takahiro Kaneko
Pierre Andre Dousset,Pierre Andre Dousset
"Barnett, Zachary/Cooley, Cason Jay/Dabbs, Trent Kelly/Rublin, David M/Sanchez, Matthew/Shelley, James Adam",
Derek Vincent Smith,Derek Vincent Smith
​convolk,​convolk
A. Kozel,A. Kozel
troy dale covington,
Cyril Kamar/Louis Côté,Cyril Kamar/Louis Côté
Jacek Dojwa,Jacek Dojwa
Andre Fitzroy Russell,Andre Fitzroy Russell
Tilo Wolff,Tilo Wolff
Nadeem Saifi/Sameer Anjaan/Shravan Rathod,Nadeem Saifi/Sameer Anjaan/Shravan Rathod
Emily Rodriguez,Emily Rodriguez
TBC/Alex Gargolas,Alex Gargolas
Luiz Alves De Souza,Luiz Alves De Souza
Jorge Pena,
Luny Vũ Duy Anh,
David Bellamy,David Bellamy
"John Wilds, Courtney Raley & Jonathan Wolliston",John Wilds/Courtney Raley/Jonathan Wolliston
Albéric Magnard,Albéric Magnard
Nathan Harrison Rightnour/Justin Thompson,Nathan Harrison Rightnour/Justin Thompson
Martin L. Gore,
Mark Atienxa & Mark Atienza,Mark Atienza
"HEINRICHSHOFEN'S VERLAG GMBH & CO KG/SCHOENBERG, ARNOLD/obo GEMA",SCHOENBERG/ARNOLD
AMERIE ROGERS/WARRYN CAMPBELL,AMERIE ROGERS/WARRYN CAMPBELL
ZINGO,ZINGO
Ahmad Wali & Feroz kondozai,Ahmad Wali/Feroz kondozai
SLJIVIC DRAGAN/VASIC MILAN M,
OFFENBACH JACQUES AUGUSTE IGNA/WEIGEL HANS,OFFENBACH/JACQUES/AUGUSTE/IGNA/WEIGEL/HANS
Dug.g & Zidor Clavens,Dug.g
Juan Gabriel Garcia Escobar,Juan Gabriel Garcia Escobar
Variety Flame,
Jeff Rosenstock,Jeff Rosenstock
Luigui Garcia/Gilberto Rodriguez/Flor Ivonne Quezada,Luigui Garcia/Flor Ivonne Quezada
John Fogerty,John Fogerty
Pauline Reddon,Pauline Reddon
Infant Pasa/Ryan Derron,Infant Pasa/Ryan Derron
Mthandeni Manqele,Mthandeni Manqele
Patty Shukla,Patty Shukla
Robert Hunter,Robert Hunter
Кулагин Олег Игоревич,
"<Unknown>/Kim, Mike",Kim/Mike
John Bettis,John Bettis
Iggy Azalea/Savan Kotecha/Ariana Grande/Max Martin/ILYA,
Nick Frater/Great Sheiks (PRS),Nick/Frater
Jürgen Engler/Lee Altus/Ralf Dörper,Jürgen Engler/Lee Altus/Ralf Dörper
Paul Carrack,Paul Carrack
"Payroll Giovanni,Jeezy",Payroll Giovanni/Jeezy
Lil Qua 50,Lil Qua 50
Arun Paudwal,
Nathan Followill/Angelo Petraglia/Caleb Followill,Nathan Followill/Angelo Petraglia/Caleb Followill
Damian Hamada,Damian Hamada
Flacko Bass/Mojise Agbo,Flacko Bass/Mojise Agbo
Ali Grey/Thom Jongkind/Gustav Gällhagen/Giorgio Prezioso/Teodor Dahlbom/Hugo Andersson/Marco Quisisana/Johan Gustafsson/Robin Brown/Idir Makhlaf,Ali Grey/Thom Jongkind/Gustav Gällhagen/Giorgio Prezioso/Teodor Dahlbom/Hugo Andersson/Marco Quisisana/Johan Gustafsson/Robin Brown/Idir Makhlaf
Stephen Daniel Lemaire,Stephen Daniel Lemaire
DP/MORONEY CHRISTOPHER,
UNK=TENYOR = HFA#I6780E,
Patrick Hagmann,Patrick Hagmann
Kevin L Barnes,Kevin L Barnes
Larry June,Larry June
박상혁/개리/길,
Dr. Dre/Obie Trice/Mike Elizondo/Andre R. Young/Nathaniel Hale,Dr. Dre/Obie Trice/Mike Elizondo/Andre R. Young/Nathaniel Hale
Hector Rodriguez Sanhueza,Hector Rodriguez Sanhueza
Shanta Shelke,
Devin Kinoshita/高瀬愛虹,
Micael Borges/Marcello Melo Jr.,Micael Borges/Marcello Melo Jr.
Андрей Макаревич/Евгений Маргулис,
Benno de Goeij,
Roger Joseph Manning Jr,Roger Joseph Manning Jr
Kasra,Kasra
Dano/Mario Carro Pérez,
Jayron Ratliff & Tevin Chamber,Jayron Ratliff/Tevin Chamber
Jonah Mociun,Jonah Mociun
Whitesand,Whitesand
Le Maximum Kouette,
Horace Silver,Horace Silver
Future,Future
Otto Gerdes/Otto Ernst Wohlert/Ludwig van Beethoven,Otto Gerdes/Otto Ernst Wohlert/Ludwig van Beethoven
Alex Kopp/Stephan Jenkins/Kryz Reid/Brad Hargreaves,Alex Kopp/Stephan Jenkins/Kryz Reid/Brad Hargreaves
"<Unknown>/Patrick, tjuan raheem",Patrick/tjuan raheem
まふまふ,
Joe Dundrell,
Seydou Chée,Seydou Chée
Peyruis,Peyruis
"Bang Chan (3RACHA), Changbin (3RACHA), HAN 3RACHA, Raphael (Producing Lab.), Daviid (3SCAPE) & Yosia (3SCAPE)",Bang Chan (3RACHA)/ Changbin (3RACHA)/ HAN 3RACHA/ Raphael (Producing Lab.)/ Daviid (3SCAPE)/Yosia (3SCAPE)
Henry Mancini/Leslie Bricusse,Henry Mancini/Leslie Bricusse
Jared Lee/Troi Irons/Harlan Silverman,Jared Lee/Troi Irons/Harlan Silverman
Anthony Bramante/John Connelly/Glenn Evans/Dan Lilker,Anthony Bramante/John Connelly/Glenn Evans/Dan Lilker
Daniel B/Richard 23/Patrick Codneys/Jean-Luc De Meyer,Daniel B/Richard 23/Patrick Codneys/Jean-Luc De Meyer
Savino Bartoli & Strippoli / Rana,Savino Bartoli/Strippoli /Rana
Javi E,Javi E
Billy Livesy/Chris Babida/Lam Man Chung,Billy Livesy/Chris Babida/Lam Man Chung
Jozsef Molnar,Jozsef Molnar
Nasir Al-men Denny & NassieTheProducer,Nasir Al-men Denny/NassieTheProducer
Bob James,
Hector Giovanny Ayala Rodríguez,Hector Giovanny Ayala Rodríguez
Gazebo/Pierluigi Giombini,Gazebo/Pierluigi Giombini
"CryJaxx,Noise Affairs,Junior Charles",CryJaxx/Noise Affairs/Junior Charles
Big Junior & Window,Big Junior/Window
Mohamed Taha elanfassi,
[PAUL LOUIS REEVES/JAY PRICE],PAUL LOUIS REEVES/JAY PRICE
Hadi Kolivand & Parastoo Jalili,Hadi Kolivand/Parastoo Jalili
Chris Rasmussen/Marian Nutley/Ciera Bardowell,Chris Rasmussen/Marian Nutley/Ciera Bardowell
Warlen Lopes de Oliveira,Warlen Lopes de Oliveira
Rampal/Jagdish koshik,Rampal/Jagdish koshik
Dimelo Ninow/Dulce Como Candy/Sora and Company1,Dimelo Ninow/Dulce Como Candy
Roberto Carlos/Diego Torres,Roberto Carlos
Christian Boye/Richy Sebastian/Christian Sigvardt/Jessica Chloe Ball/Antoni Polimeni,Christian Boye/Richy Sebastian/Christian Sigvardt/Jessica Chloe Ball/Antoni Polimeni
Steve Vai,Steve Vai
"<Unknown>/Hearon, John",Hearon/John
Hands Off It`s Mine Publishing,
William Smethergell,William Smethergell
Sergei Rachmaninoff,Sergei Rachmaninoff
H. Scott Salinas/Reza Safinia,H. Scott Salinas/Reza Safinia
Isaiah Ramos & Kevin Colon,Isaiah Ramos/Kevin Colon
Milton Biggham,Milton Biggham
Floyd Hunt,Floyd Hunt
Bertrand Bailey,Bertrand Bailey
Camille Saint-Saëns,Camille Saint-Saëns
John Lennon/Simon Woods/Jeremy Lubbock/Paul McCartney,John Lennon/Jeremy Lubbock/Paul McCartney
Andy Xx,Andy Xx
John Ramey,John Ramey
Magnús Eiríksson,Magnús Eiríksson
Sammy Fain/Paul Francis Webster/Jacques Plante,Sammy Fain/Paul Francis Webster/Jacques Plante
John Spinks,John Spinks
Johnny Marr,Johnny Marr
Trần Thiện Thanh,
"<Unknown>/Brinkman, Dirk",Brinkman/Dirk
Ingrid Andress/Ryan Lafferty,
Dr. Rudolf Werner/Johann Sebastian Bach,Johann Sebastian Bach
Rick Hall/Mark James/Miles Davis/Jimmie Haskell,Mark James/Miles Davis
Ari Levine/Bruno Mars/Sybersound/Keinan Warsame/Philip Lawrence/Peter Gene Hernandez,Ari Levine/Bruno Mars/Keinan Warsame/Philip Lawrence/Peter Gene Hernandez
ACID TIMMY,ACID TIMMY
"Elena Schloss (BMI, 50%) & Ella Blicker (SESAC, 50%)",Elena Schloss/Ella Blicker
苏越,
Elpidio Ramírez,
Samuel Santos,Samuel Santos
Mario Lorenzo Cristobal,Mario Lorenzo Cristobal
Bryan Contreras,Bryan Contreras
Jayne Trimble,Jayne Trimble
Claude Dejacques/Gérard Bourgeois/Jean-Max Rivière,Claude Dejacques/Gérard Bourgeois/Jean-Max Rivière
Alberto Iglesias,Alberto Iglesias
Alex Kenji/Stuart Tyson,
"Reeves, Martin/Sargent, Christopher Richard",
Elias Rahbani,Elias Rahbani
Jorge Onate/Nacho Concha/Miguel Angel Concha/Germaín De La Fuente,Jorge Onate/Nacho Concha/Miguel Angel Concha/Germaín De La Fuente
Jordan Arts,Jordan Arts
Grincho Brown,Grincho Brown
Sergei Rachmaninov,Sergei Rachmaninov
"Ebo Taylor,Oscar Jerome",Oscar Jerome
Corey Deandre DeTiege,Corey Deandre DeTiege
Organo Juventud Mixteco,Organo Juventud Mixteco
Alberto Campoy,Alberto Campoy
Shinichi Recordings,
Tony MacAlpine,Tony MacAlpine
Bar 25 Music/William Reyes/Anthony Samaha/Copyright Control,William Reyes/Anthony Samaha
Sipho Mabuse,Sipho Mabuse
佐野広明,
Lantower Records,
François Couperin,François Couperin
Alex Kramer/Joan Whitney,Alex Kramer/Joan Whitney
Anísio Rodrigues & João Carlos Silva,Anísio Rodrigues/João Carlos Silva
XRS/DJ Marky,
A Shell in the Pit,A Shell in the Pit
Willie Dixon,Willie Dixon
Enchanting,Enchanting
Vasant Prabhu/P Savlaram,
"BabyTron,Damjonboi",BabyTron/Damjonboi
Sangkaterba Family,Sangkaterba Family
BS 2000,BS 2000
Matt Redlich,
Ihor Vitsinskyy (BMI IPI#767439101),Ihor/Vitsinskyy
P. J. Sykes,P. J. Sykes
Angus Andrew/Aaron Hemphill,Angus Andrew/Aaron Hemphill
Marco Rinaldo,Marco Rinaldo
Thai Vu,Thai Vu
Nevada Brave,Nevada Brave
Hilary Mwela/Lorenzo Johnson,Hilary Mwela/Lorenzo Johnson
Arrgt Nina Simone/Nina Simone/George Bass,Nina Simone/George Bass
EMT LA & Swifty Blue,EMT LA/Swifty Blue
Chiho Shibaoka/Sketch Show,Sketch Show
Mike Rutherford,Mike Rutherford
Ehab Fawaz Abualsaoud,
Betrayed,Betrayed
Jon Santana/Ash Leone/INFAMOUSIZAK,Jon Santana/Ash Leone/INFAMOUSIZAK
Gillespie/Beattie,Gillespie/Beattie
Pepe Castillo,Pepe Castillo
Jaeden Camstra,Jaeden Camstra
Tony Khnanisho,
Michael Werner Maas,Michael Werner Maas
Dave Buckner/Howard Benson/Jacoby Shaddix/Tobin Esperance/Jerry Horton Jr.,Dave Buckner/Howard Benson/Jacoby Shaddix/Tobin Esperance/Jerry Horton Jr.
G. Love,G. Love
Tsandy Rizal Adi Pradana/Andika Mahendra Yuda,Tsandy Rizal Adi Pradana/Andika Mahendra Yuda
Mijac Music,
"Ademo,N.O.S",Ademo/N.O.S
Melk Carvalhêdo,
"<Unknown>/Daley, Christopher",Daley/Christopher
"<Unknown>/Anderson, Samuel",Anderson/Samuel
Sync & Mani Longia,Sync/Mani Longia
Harris Heller & StreamBeats by Harris Heller,Harris Heller/StreamBeats by Harris Heller
Cherod Antonio Williams,
Peter Sawatzki/Holger Wobker,Peter Sawatzki/Holger Wobker
Kumaar,Kumaar
Paul Cheese/Dan Wright/Dave Hazlewood,Paul Cheese/Dan Wright/Dave Hazlewood
Hayashi Tetsuji,
C GILLEBO EVEN/C NEBY MARKUS EKREM/C WEE WOLFGANG/PA WOLFGANG WEE & CAVEGO FT MARKUS NEBY,GILLEBO/EVEN/NEBY/MARKUS/EKREM/WEE/WOLFGANG/PA/WOLFGANG/WEE/&/CAVEGO/FT/MARKUS/NEBY
Drew Brown/Ryan Tedder/Brent Kutzle/Eddie Fisher/Zach Filkins,Drew Brown/Ryan Tedder/Brent Kutzle/Eddie Fisher/Zach Filkins
Simon Phillips,Simon Phillips
Christopher Gunning,Christopher Gunning
Tim Myers/Maureen McDonald,Tim Myers/Maureen McDonald
Jason Pierce,Jason Pierce
Nacho Cano,Nacho Cano
정상훈,
Bob Porter/Rusty Bryant/Jeremy Taylor,Rusty Bryant/Jeremy Taylor
Skinny Williams/Daniel Andrew Balis/John Christopher Holt/David Chad Stockslager,Skinny Williams/Daniel Andrew Balis/John Christopher Holt/David Chad Stockslager
Wolf Erichson/Fritz Hoffmann,Fritz Hoffmann
"<Unknown>/Larson, Daryn",Larson/Daryn
مهین آبادانی/پرویز قدرخانی,
Angel Benard,Angel Benard
Beau Holland & Ángel Cabrera,Beau Holland/ Ángel Cabrera
Claudin de Sermisy,Claudin de Sermisy
"Derechos Reservados, Alfonso Peralta Sanchez & Homero Aguilar",Derechos Reservados/Alfonso Peralta Sanchez/Homero Aguilar
Dana Curtis,Dana Curtis
Mickey De Grand IV,Mickey De Grand IV
Daniel Segerstad/Johannes Hedberg,Johannes Hedberg
てにをは,
CA HANSEN EMIL BANDHOLM/CA HAVE MATHIAS LYBÆK/CA KANDI DANIEL/CA LARSEN MARTIN/CA NIELSEN FRANK LINDVIG/PA RANDERS COWBOYS WITH JOHNY COLA & DOBBEL A DA,HANSEN/EMIL/BANDHOLM/HAVE/MATHIAS/LYBÆK/KANDI/DANIEL/LARSEN/MARTIN/NIELSEN/FRANK/LINDVIG/PA/RANDERS/COWBOYS/WITH/JOHNY/COLA/&/DOBBEL/A/DA
Foy Vance/Ed Sheeran,Foy Vance/Ed Sheeran
Sam Gellaitry,Sam Gellaitry
Filip Mladenovic/Corona/Rimski/IDJTunes/Filip Mladenovic - One Music,Filip Mladenovic/Corona/Filip Mladenovic - One Music
Oleg Korolkov & Alec Koff,Oleg Korolkov/ Alec Koff
Lionel Bart/Bobby Boer/D-Rock/Martin Boer,Bobby Boer/D-Rock/Martin Boer
Reinhard Mey,Reinhard Mey
Fisenko Maksim Sergeevich,Fisenko Maksim Sergeevich
Kalervo Halonen and Kristian Jernström/Vexi SalmI,Kalervo Halonen/ Kristian Jernström/Vexi SalmI
LIONETTI BENJAMIN/LIONETTI JOSEPH,LIONETTI/BENJAMIN/LIONETTI/JOSEPH
Betty Peterson Blasco/Borney Bergantine,Betty Peterson Blasco/Borney Bergantine
Jaime Jackson/Teodoro Garcia/Antonio Garcia/David Luevano/Rogelio Solis,Jaime Jackson/Teodoro Garcia/Antonio Garcia/David Luevano/Rogelio Solis
Busy Signal,Busy Signal
Charming Lips/george/NOAIR,Charming Lips/george/NOAIR
심재희/송영주,
Krister Linder,Krister Linder
Carson Hogan/Jansen Hogan/Griffin Oskar,Carson Hogan/Jansen Hogan/Griffin Oskar
Carlos Walker,Carlos Walker
Caleb Shomo,Caleb Shomo
Lipa Schmeltzer,Lipa Schmeltzer
Văn Đắc Nguyên,
Ann Marie,Ann Marie
André Olbrich/Hansi Kürsch,André Olbrich/Hansi Kürsch
Xanman,Xanman
SIM2,SIM2
Michael Haas/Morten Winding/Wolfgang Amadeus Mozart/Emanuel Johann Josef Schikaneder,Wolfgang Amadeus Mozart/Emanuel Johann Josef Schikaneder
Gilbert Dabady,Gilbert Dabady
PinkPantheress,PinkPantheress
Jimmy Heath/Orrin Keepnews,Jimmy Heath/Orrin Keepnews
Matty Grace,Matty Grace
Bunny Lee,Bunny Lee
"Geo of Blue Scholars,Geologic,Prometheus Brown",Geo/Blue Scholars/Geologic/Prometheus Brown
Wakeel Thomas,Wakeel Thomas
"BONES,​ghost/\/ghoul",BONES/ghost/\/ghoul
千本松刃/千本松陣,
JV KAI Beats,JV KAI Beats
Alexis Ramirez Maldonado,Alexis Ramirez Maldonado
Matthew Lawrence,Matthew Lawrence
Yann Heurtaux/Diego Janson/Etienne Sarthou,Yann Heurtaux/Diego Janson/Etienne Sarthou
Jaidev Kumar,Jaidev Kumar
Michael Aldanese/Carlos Perez/Yasmine Lopez,Michael Aldanese/Carlos Perez/Yasmine Lopez
Justin Graham,Justin Graham
Antonio Johnson Walker,Antonio Johnson Walker
Traditional & Muthuswamy Dikshitar,Muthuswamy Dikshitar
Mike Sampey/Mark O'Grady,Mike Sampey/Mark O'Grady
Matthew Montfort/Ancient Future Music (BMI),Matthew Montfort
Amber Navran/Junius Bervine,Amber Navran/Junius Bervine
Prince Jefe,Prince Jefe
"Ponce,Onderkoffer",Ponce/Onderkoffer
Eko Probo Pangesti,Eko Probo Pangesti
José Quintero,José Quintero
Shika Shika/Federico Estévez,Federico Estévez
oscar rico,oscar rico
Gurinder Seagal,Gurinder Seagal
Jessé Aguiar,Jessé Aguiar
Luis de Narváez,Luis de Narváez
Stephan Beneking,Stephan Beneking
HIGUERA PEREZ JOSE BENITO,HIGUERA PEREZ JOSE BENITO
Daði Freyr,Daði Freyr
Belal Husein,Belal Husein
Heinrich Schütz,Heinrich Schütz
"Tslil Klifi, יוסף בך & Roni Duani",Tslil Klifi/Roni Duani
Jay/jay,
Diveev Fedor Alexandrovich,Diveev Fedor Alexandrovich
"Lydia Dall, Conner Sweet & Kelsey Lamb",Lydia Dall/Conner Sweet/Kelsey Lamb
"Wiz Khalifa,TM88,C$D Sid,WizzleGotBeats,E. Dan (Producer)",Wiz/Khalifa/TM88/C$D/Sid/WizzleGotBeats/E./Dan
Andrew Lloyd Webber/Timothy Miles Bindon Rice,Andrew Lloyd Webber/Timothy Miles Bindon Rice
Mars McCracken,Mars McCracken
Juaquin Malphurs,Juaquin Malphurs
ZE RAMALHO,ZE RAMALHO
Milan Špalek/Tomáš Krulich,Milan Špalek/Tomáš Krulich
João Loureiro,João Loureiro
Barbara Dennerlein,Barbara Dennerlein
Talwinder Singh,Talwinder Singh
Guru Randhawa,Guru Randhawa
Shakthikanth Karthick & Suddala Ashok Teja,Shakthikanth Karthick/Suddala Ashok Teja
Mạnh Phát,
A Letter Of Hearing,A Letter Of Hearing
David Draiman/Kevin Churko/Mike Wengren/Dan Donegan,David Draiman/Kevin Churko/Mike Wengren/Dan Donegan
Mikel Erentxun/Jesús María Corman,Mikel Erentxun/Jesús María Corman
Bill Berry/Peter Buck/Michael Stipe/Mike Mills,Bill Berry/Peter Buck/Michael Stipe/Mike Mills
Denny Caknan & Lek Dahlan,
Ahmed Hasan,
Eludent,Eludent
ANTOLINI  LUCA/DONA_  ANTONIO/FARINA  MAURO/GIUSBERTI  CRISTIANO/NOBILE  PAOLINO/PERUZZI  GIANLUCA,ANTOLINI/LUCA/DONA_/ANTONIO/FARINA/MAURO/GIUSBERTI/CRISTIANO/NOBILE/PAOLINO/PERUZZI/GIANLUCA
Ashwath & Kanavi,Ashwath/Kanavi
Barry Hay/George Kooymans/John Fenton,Barry Hay/George Kooymans/John Fenton
Zola Nafia Williams,Zola Nafia Williams
Stefan De Jong/Copyright Control,Stefan De Jong
Francisco Rada,Francisco Rada
"Master P,Kevin Gates",Master P/Kevin Gates
Shakir Zeb,Shakir Zeb
"박우상/김도훈(RBW)/이후상(RBW)/Kim Do Hoon (RBW), Park Woo Sang",Kim Do Hoon/Park Woo Sang
Jordan Rudess/Mike Mangini/John Myung/John Petrucci/James LaBrie,Jordan Rudess/Mike Mangini/John Myung/John Petrucci/James LaBrie
Adam Gubman,Adam Gubman
Jon Mohr,Jon Mohr
Shantiraj Khosla,Shantiraj Khosla
Billy Nicholls,Billy Nicholls
"Dylan Joseph, Will Garrett, CAde Anderson, Eric Michael & Tony Ferrari",Dylan Joseph/Will Garrett/CAde Anderson/Eric Michael /Tony Ferrari
Ralph Siegel/Kurt Hertha,
G!ockk,
Cheng Kok Kong/Christopher Dowden,Cheng Kok Kong/Christopher Dowden
Stephen Sondheim/Leonard Bernstein,Stephen Sondheim/Leonard Bernstein
林旻志/黃泳豪,
Michael T. & Re_v,Michael T./Re_v
RAFAEL RUIZ/Pablo Villarejo Mas,RAFAEL RUIZ/Pablo Villarejo Mas
Lou Reed/Jerry Vance/Jimmie Sims/Lee Harridan/Terry Philips,Lou Reed/Jerry Vance/Jimmie Sims/Lee Harridan/Terry Philips
Barry Reese,Barry Reese
Johnny Pepp/Sinan Farhangmehr,
"Pachanga; J. Del Alma, R Caliente",Pachanga/J. Del Alma/R Caliente
Leticia Meraz Gallardo,Leticia Meraz Gallardo
Lalo Keba Drame,Lalo Keba Drame
Aaron Marcus Colbert,Aaron Marcus Colbert
M. Stevens,M. Stevens
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart
Eloy Perez,Eloy Perez
川田まみ/中沢伴行,
"YoungBoy Never Broke Again,No Plug",YoungBoy Never Broke Again/No Plug
Göran Lindberg,Göran Lindberg
Subhumans,Subhumans
"UNKNOWN, COMPOSER AUTHOR/WOODS, SYMERE",WOODS/SYMERE
T. Lindner,T. Lindner
Kahlil Bair,Kahlil Bair
Richard Jobson/Stuart Adamson,Richard Jobson/Stuart Adamson
"​glaive,Perto",​glaive/Perto
Víctor Cordero,Víctor Cordero
Traditional,Traditional
Johann Sebastian Bach,Johann Sebastian Bach
Paper Relics,Paper Relics
Aybe/Alvaro Linares,Aybe/Alvaro Linares
BlackSurfer,BlackSurfer
Veronika Salo,Veronika Salo
"Carín León,Ariel Barreras,Orlando Aispuro",Carín León/Ariel Barreras/Orlando Aispuro
Frank Terzo,Frank Terzo
Milton Pino,Milton Pino
やなぎなぎ/北川勝利,
Chris Heath/Robbie Williams/Stephen Duffy,
Copyright Control/Daniel Coscarella,Daniel Coscarella
Jasen Rauch/Anthony Armstrong/Rob Graves,Jasen Rauch/Anthony Armstrong/Rob Graves
Kurt Leimer,Kurt Leimer
Nikolai Kapustin,Nikolai Kapustin
DJ FAVITA/Copyright Control,DJ/FAVITA
Barry Gibb/Robin Gibb,Barry Gibb/Robin Gibb
Runitup Jaybo,Runitup Jaybo
Costantino Padovano/Jurgen  Korduletsch,Costantino Padovano/Jurgen  Korduletsch
Guy Picciotto/Rites of Spring,
Combo Records/Braian Fuertes,Braian Fuertes
"Édgar Barrera/Juan Diego Medina Vélez/Luis Miguel Gomez Castaño ""Casta""/Andrés Jael Correa Rios/Manuel Turizo Zapata","Édgar Barrera/Juan Diego Medina Vélez/Luis Miguel Gomez Castaño ""Casta""/Andrés Jael Correa Rios/Manuel Turizo Zapata"
Bill Gaither/Christopher S. Allman,Bill Gaither/Christopher S. Allman
Tree Lo/Aaron May,Tree Lo/Aaron May
Giacomo Puccini,Giacomo Puccini
Georges Brassens/Javier Krahe,Georges Brassens/Javier Krahe
Will Provide Later,
Carlos Mencia,Carlos Mencia
Alexander McNeill,Alexander McNeill
K CAMP,K CAMP
Ryujin Kiyoshi,Ryujin Kiyoshi
Charles Hutagalung,Charles Hutagalung
Jack Curran,Jack Curran
"Rob ""Razor"" Kellman/Peter Presta",
Arrafiu Asyqar/Marvino Qristandi,Arrafiu Asyqar/Marvino Qristandi
Andrzej Kamiński,Andrzej Kamiński
David Bühl,David Bühl
David McMurray,David McMurray
"Don Trip,Eddie Valero",Don Trip/Eddie Valero
Victor Cabezuelo/Rayden,Victor Cabezuelo/Rayden
Jerry Goldsmith,Jerry Goldsmith
?,
Sean Tang,Sean Tang
Rick Lars Granberg,Rick Lars Granberg
Paweł Janusz Szeligowski,Paweł Janusz Szeligowski
Dilermando Reis,Dilermando Reis
Orville Hall/Platinum PAT/Wesley Lewis/Phillip Price,Orville Hall/Platinum PAT/Wesley Lewis/Phillip Price
Mc GW,Mc GW
Johntá Austin/Bryan-Michael Cox/Jason Perry,Johntá Austin/Bryan-Michael Cox/Jason Perry
"<Unknown>/Whitt, Legrand",Whitt/Legrand
"Kyle Richardson, Jeff Dawson & Andrew Allen",Kyle Richardson/Jeff Dawson/Andrew Allen
Raimundinho do Acordeon/Targino Gondim/Manuca Almeida,
Don Johnson Big Band,Don Johnson Big Band
"Yomel El Meloso,La Perversa",Yomel El Meloso/La Perversa
Jack Blades/Keith Olsen/Kelly Keagy,Jack Blades/Keith Olsen/Kelly Keagy
Daniel Patiño/Federico Vilas/Sebastian Athie/Mauro Franceschini,Daniel Patiño/Federico Vilas/Sebastian Athie/Mauro Franceschini
Trad,
Thanh Trang,
Jeff Cotton,Jeff Cotton
Дашдондог. Б & Дашдэндэв. Д,
Roberts/Williams,Roberts/Williams
Mark Ronson/Andrew Wyatt/Ralf Schmitt/Anthony Rossomando/Stefani Germanotta,Mark Ronson/Andrew Wyatt/Ralf Schmitt/Anthony Rossomando/Stefani Germanotta
Nguyễn Ngọc Thiện,Nguyễn Ngọc Thiện
